1732651915.879,Changed Color to #9900ff,0,,,,2024-11-26T20:11:55.879000
1732651915.879,Changed Color to #9900ff,0,0,medium,,2024-11-26T20:11:55.879000
1732651915.879,Changed Color to #9900ff,0,0,[[0.5]],1,2024-11-26T20:11:55.879000
1732651916.328,Start Drawing,1,,,,2024-11-26T20:11:56.328000
1732651916.328,Start Drawing,1,1,[[0.5]],,2024-11-26T20:11:56.328000
1732651916.328,Start Drawing,1,1,[[0.5]],1,2024-11-26T20:11:56.328000
1732651916.818,Stop Drawing,0,,,,2024-11-26T20:11:56.818000
1732651916.818,Stop Drawing,0,0,[[0.5]],,2024-11-26T20:11:56.818000
1732651917.053,Start Drawing,1,,,,2024-11-26T20:11:57.053000
1732651917.053,Start Drawing,1,1,[[0.5]],,2024-11-26T20:11:57.053000
1732651917.557,Stop Drawing,0,,,,2024-11-26T20:11:57.557000
1732651917.557,Stop Drawing,0,0,[[0.5]],,2024-11-26T20:11:57.557000
1732651917.913,Start Drawing,1,,,,2024-11-26T20:11:57.913000
1732651917.913,Start Drawing,1,1,[[0.5]],,2024-11-26T20:11:57.913000
1732651918.341,Stop Drawing,0,,,,2024-11-26T20:11:58.341000
1732651918.341,Stop Drawing,0,0,[[0.5]],,2024-11-26T20:11:58.341000
1732651918.592,Start Drawing,1,,,,2024-11-26T20:11:58.592000
1732651918.592,Start Drawing,1,1,[[0.5]],,2024-11-26T20:11:58.592000
1732651918.815,Stop Drawing,0,,,,2024-11-26T20:11:58.815000
1732651918.815,Stop Drawing,0,0,[[0.5]],,2024-11-26T20:11:58.815000
1732651919.646,Changed Line Width to 17,0,,,,2024-11-26T20:11:59.646000
1732651919.646,Changed Line Width to 17,0,0,[[0.5]],,2024-11-26T20:11:59.646000
1732651921.556,Changed Color to #ff0000,0,,,,2024-11-26T20:12:01.556000
1732651921.556,Changed Color to #ff0000,0,0,[[0.5]],,2024-11-26T20:12:01.556000
1732651921.853,Start Drawing,1,,,,2024-11-26T20:12:01.853000
1732651921.853,Start Drawing,1,1,[[0.5]],,2024-11-26T20:12:01.853000
1732651922.399,Stop Drawing,0,,,,2024-11-26T20:12:02.399000
1732651922.399,Stop Drawing,0,0,[[0.5]],,2024-11-26T20:12:02.399000
1732651922.665,Start Drawing,1,,,,2024-11-26T20:12:02.665000
1732651922.665,Start Drawing,1,1,[[0.5]],,2024-11-26T20:12:02.665000
1732651923.086,Stop Drawing,0,,,,2024-11-26T20:12:03.086000
1732651923.086,Stop Drawing,0,0,[[0.5]],,2024-11-26T20:12:03.086000
1732651926.017,Changed Color to #000000,0,,,,2024-11-26T20:12:06.017000
1732651926.017,Changed Color to #000000,0,0,high,,2024-11-26T20:12:06.017000
1732651926.296,Start Drawing,1,,,,2024-11-26T20:12:06.296000
1732651926.296,Start Drawing,1,1,high,,2024-11-26T20:12:06.296000
1732651926.728,Stop Drawing,0,,,,2024-11-26T20:12:06.728000
1732651926.728,Stop Drawing,0,0,high,,2024-11-26T20:12:06.728000
1732651927.056,Start Drawing,1,,,,2024-11-26T20:12:07.056000
1732651927.056,Start Drawing,1,1,high,,2024-11-26T20:12:07.056000
1732651927.477,Stop Drawing,0,,,,2024-11-26T20:12:07.477000
1732651927.477,Stop Drawing,0,0,high,,2024-11-26T20:12:07.477000
1732651928.124,Start Drawing,1,,,,2024-11-26T20:12:08.124000
1732651928.124,Start Drawing,1,1,high,,2024-11-26T20:12:08.124000
1732651928.614,Stop Drawing,0,,,,2024-11-26T20:12:08.614000
1732651928.614,Stop Drawing,0,0,high,,2024-11-26T20:12:08.614000
1732651928.9,Start Drawing,1,,,,2024-11-26T20:12:08.900000
1732651928.9,Start Drawing,1,1,high,,2024-11-26T20:12:08.900000
1732651929.278,Stop Drawing,0,,,,2024-11-26T20:12:09.278000
1732651929.278,Stop Drawing,0,0,high,,2024-11-26T20:12:09.278000
1732651929.797,Start Drawing,1,,,,2024-11-26T20:12:09.797000
1732651929.797,Start Drawing,1,1,high,,2024-11-26T20:12:09.797000
