1732655636.496,Start Drawing,1,,,,2024-11-26T21:13:56.496000
1732655636.496,Start Drawing,1,1,medium,,2024-11-26T21:13:56.496000
1732655636.496,Start Drawing,1,1,[[0.5]],0,2024-11-26T21:13:56.496000
1732655637.308,Stop Drawing,0,,,,2024-11-26T21:13:57.308000
1732655637.308,Stop Drawing,0,0,[[0.5]],,2024-11-26T21:13:57.308000
1732655637.308,Stop Drawing,0,0,[[0.5]],0,2024-11-26T21:13:57.308000
1732655638.601,Start Drawing,1,,,,2024-11-26T21:13:58.601000
1732655638.601,Start Drawing,1,1,[[0.5]],,2024-11-26T21:13:58.601000
1732655638.601,Start Drawing,1,1,[[0.5]],0,2024-11-26T21:13:58.601000
1732655639.995,Stop Drawing,0,,,,2024-11-26T21:13:59.995000
1732655639.995,Stop Drawing,0,0,[[0.5]],,2024-11-26T21:13:59.995000
1732655639.995,Stop Drawing,0,0,[[0.5]],0,2024-11-26T21:13:59.995000
1732655641.117,Start Drawing,1,,,,2024-11-26T21:14:01.117000
1732655641.117,Start Drawing,1,1,[[0.5]],,2024-11-26T21:14:01.117000
1732655641.117,Start Drawing,1,1,[[0.5]],1,2024-11-26T21:14:01.117000
1732655642.014,Stop Drawing,0,,,,2024-11-26T21:14:02.014000
1732655642.014,Stop Drawing,0,0,[[0.5]],,2024-11-26T21:14:02.014000
1732655642.014,Stop Drawing,0,0,[[0.5]],1,2024-11-26T21:14:02.014000
1732655642.499,Start Drawing,1,,,,2024-11-26T21:14:02.499000
1732655642.499,Start Drawing,1,1,[[0.5]],,2024-11-26T21:14:02.499000
1732655642.499,Start Drawing,1,1,[[0.9]],1,2024-11-26T21:14:02.499000
1732655647.301,Stop Drawing,0,,,,2024-11-26T21:14:07.301000
1732655647.301,Stop Drawing,0,0,high,,2024-11-26T21:14:07.301000
1732655648.273,Start Drawing,1,,,,2024-11-26T21:14:08.273000
1732655648.273,Start Drawing,1,1,high,,2024-11-26T21:14:08.273000
1732655652.103,Stop Drawing,0,,,,2024-11-26T21:14:12.103000
1732655652.103,Stop Drawing,0,0,high,,2024-11-26T21:14:12.103000
1732655652.896,Start Drawing,1,,,,2024-11-26T21:14:12.896000
1732655652.896,Start Drawing,1,1,high,,2024-11-26T21:14:12.896000
1732655654.706,Stop Drawing,0,,,,2024-11-26T21:14:14.706000
1732655654.706,Stop Drawing,0,0,high,,2024-11-26T21:14:14.706000
1732655658.496,Changed Color to #ff9900,0,,,,2024-11-26T21:14:18.496000
1732655658.496,Changed Color to #ff9900,0,0,high,,2024-11-26T21:14:18.496000
1732655658.496,Changed Color to #ff9900,0,0,[[0.9]],1,2024-11-26T21:14:18.496000
1732655659.11,Start Drawing,1,,,,2024-11-26T21:14:19.110000
1732655659.11,Start Drawing,1,1,[[0.9]],,2024-11-26T21:14:19.110000
1732655659.11,Start Drawing,1,1,[[0.9]],1,2024-11-26T21:14:19.110000
1732655660.171,Stop Drawing,0,,,,2024-11-26T21:14:20.171000
1732655660.171,Stop Drawing,0,0,[[0.9]],,2024-11-26T21:14:20.171000
1732655660.171,Stop Drawing,0,0,[[0.9]],1,2024-11-26T21:14:20.171000
1732655660.893,Changed Line Width to 14,0,,,,2024-11-26T21:14:20.893000
1732655660.893,Changed Line Width to 14,0,0,[[0.9]],,2024-11-26T21:14:20.893000
1732655660.893,Changed Line Width to 14,0,0,[[0.9]],1,2024-11-26T21:14:20.893000
1732655663.488,Start Drawing,1,,,,2024-11-26T21:14:23.488000
1732655663.488,Start Drawing,1,1,[[0.9]],,2024-11-26T21:14:23.488000
1732655663.488,Start Drawing,1,1,[[0.9]],0,2024-11-26T21:14:23.488000
1732655664.085,Stop Drawing,0,,,,2024-11-26T21:14:24.085000
1732655664.085,Stop Drawing,0,0,[[0.9]],,2024-11-26T21:14:24.085000
1732655664.085,Stop Drawing,0,0,[[0.9]],0,2024-11-26T21:14:24.085000
1732655664.617,Start Drawing,1,,,,2024-11-26T21:14:24.617000
1732655664.617,Start Drawing,1,1,[[0.9]],,2024-11-26T21:14:24.617000
1732655671.413,Stop Drawing,0,,,,2024-11-26T21:14:31.413000
1732655671.413,Stop Drawing,0,0,high,,2024-11-26T21:14:31.413000
1732655674.769,Changed Color to #980000,0,,,,2024-11-26T21:14:34.769000
1732655674.769,Changed Color to #980000,0,0,high,,2024-11-26T21:14:34.769000
1732655675.588,Start Drawing,1,,,,2024-11-26T21:14:35.588000
1732655675.588,Start Drawing,1,1,high,,2024-11-26T21:14:35.588000
1732655677.986,Stop Drawing,0,,,,2024-11-26T21:14:37.986000
1732655677.986,Stop Drawing,0,0,high,,2024-11-26T21:14:37.986000
1732655679.279,Changed Line Width to 18,0,,,,2024-11-26T21:14:39.279000
1732655679.279,Changed Line Width to 18,0,0,high,,2024-11-26T21:14:39.279000
1732655679.279,Changed Line Width to 18,0,0,[[0.9]],0,2024-11-26T21:14:39.279000
1732655681.13,Changed Color to #ff0000,0,,,,2024-11-26T21:14:41.130000
1732655681.13,Changed Color to #ff0000,0,0,[[0.9]],,2024-11-26T21:14:41.130000
1732655681.13,Changed Color to #ff0000,0,0,[[0.9]],0,2024-11-26T21:14:41.130000
1732655682.076,Start Drawing,1,,,,2024-11-26T21:14:42.076000
1732655682.076,Start Drawing,1,1,high,,2024-11-26T21:14:42.076000
1732655682.076,Start Drawing,1,1,[[0.9]],1,2024-11-26T21:14:42.076000
1732655685.46,Stop Drawing,0,,,,2024-11-26T21:14:45.460000
1732655685.46,Stop Drawing,0,0,[[0.9]],,2024-11-26T21:14:45.460000
1732655685.46,Stop Drawing,0,0,[[0.9]],0,2024-11-26T21:14:45.460000
1732655685.74,Start Drawing,1,,,,2024-11-26T21:14:45.740000
1732655685.74,Start Drawing,1,1,[[0.9]],,2024-11-26T21:14:45.740000
1732655685.74,Start Drawing,1,1,[[0.9]],1,2024-11-26T21:14:45.740000
