timestamp,action,interaction_value
1732647877.815,Start Drawing,1
1732647878.204,Stop Drawing,0
1732647894.648,Stop Drawing,0
1732647910.266,Changed Line Width to 14,0
1732647925.447,Start Drawing,1
1732647950.431,Start Drawing,1
1732647950.784,Stop Drawing,0
